	UNITID	INSTNM	IALIAS	ADDR	CITY	STABBR	ZIP	FIPS	OBEREG	OPEFLAG	WEBADDR	SECTOR	ICLEVEL	CONTROL	HLOFFER	UGOFFER	GROFFER	HDEGOFR1	DEGGRANT	HBCU	OPENPUBL	ACT	NEWID	DEATHYR	CYACTIVE	PSET4FLG	INSTCAT	C15BASIC	C15IPUG	C15IPGRD	C15UGPRF	C15ENPRF	C15SZSET	CCBASIC	CARNEGIE	LANDGRNT	INSTSIZE	F1SYSTYP	F1SYSNAM	F1SYSCOD	COUNTYCD	COUNTYNM	CNGDSTCD	LONGITUD	LATITUDE	CNTLAFFI	PUBPRIME	PUBSECON	RELAFFIL	DSTNUGC	DSTNUGP	DSTNUGN	DSTNGC	DSTNGP	DSTNGN	DISTCRS	DISTPGS	DSTNCED1	DSTNCED2	DSTNCED3	DISTNCED	ALLONCAM	EFDETOT_All	EFDETOT_Degree	EFDETOT_Grad	EFDETOT_Non	EFDETOT_Under	EFDEEXC_All	EFDEEXC_Degree	EFDEEXC_Grad	EFDEEXC_Non	EFDEEXC_Under	EFDESOM_All	EFDESOM_Degree	EFDESOM_Grad	EFDESOM_Non	EFDESOM_Under	EFDENON_All	EFDENON_Degree	EFDENON_Grad	EFDENON_Non	EFDENON_Under	EFDEEX1_All	EFDEEX1_Degree	EFDEEX1_Grad	EFDEEX1_Non	EFDEEX1_Under	EFDEEX2_All	EFDEEX2_Degree	EFDEEX2_Grad	EFDEEX2_Non	EFDEEX2_Under	EFDEEX3_All	EFDEEX3_Degree	EFDEEX3_Grad	EFDEEX3_Non	EFDEEX3_Under	EFDEEX4_All	EFDEEX4_Degree	EFDEEX4_Grad	EFDEEX4_Non	EFDEEX4_Under	EFDEEX5_All	EFDEEX5_Degree	EFDEEX5_Grad	EFDEEX5_Non	EFDEEX5_Under	SAINSTT_All	SAINSTT_Assistant	SAINSTT_Associate	SAINSTT_Instructor	SAINSTT_Lecturer	SAINSTT_NoRank	SAINSTT_Professor	SAINSTM_All	SAINSTM_Assistant	SAINSTM_Associate	SAINSTM_Instructor	SAINSTM_Lecturer	SAINSTM_NoRank	SAINSTM_Professor	SAINSTW_All	SAINSTW_Assistant	SAINSTW_Associate	SAINSTW_Instructor	SAINSTW_Lecturer	SAINSTW_NoRank	SAINSTW_Professor	SA_9MCT_All	SA_9MCT_Assistant	SA_9MCT_Associate	SA_9MCT_Instructor	SA_9MCT_Lecturer	SA_9MCT_NoRank	SA_9MCT_Professor	SA_9MCM_All	SA_9MCM_Assistant	SA_9MCM_Associate	SA_9MCM_Instructor	SA_9MCM_Lecturer	SA_9MCM_NoRank	SA_9MCM_Professor	SA_9MCW_All	SA_9MCW_Assistant	SA_9MCW_Associate	SA_9MCW_Instructor	SA_9MCW_Lecturer	SA_9MCW_NoRank	SA_9MCW_Professor	SATOTLT_All	SATOTLT_Assistant	SATOTLT_Associate	SATOTLT_Instructor	SATOTLT_Lecturer	SATOTLT_NoRank	SATOTLT_Professor	SATOTLM_All	SATOTLM_Assistant	SATOTLM_Associate	SATOTLM_Instructor	SATOTLM_Lecturer	SATOTLM_NoRank	SATOTLM_Professor	SATOTLW_All	SATOTLW_Assistant	SATOTLW_Associate	SATOTLW_Instructor	SATOTLW_Lecturer	SATOTLW_NoRank	SATOTLW_Professor	SAOUTLT_All	SAOUTLT_Assistant	SAOUTLT_Associate	SAOUTLT_Instructor	SAOUTLT_Lecturer	SAOUTLT_NoRank	SAOUTLT_Professor	SAOUTLM_All	SAOUTLM_Assistant	SAOUTLM_Associate	SAOUTLM_Instructor	SAOUTLM_Lecturer	SAOUTLM_NoRank	SAOUTLM_Professor	SAOUTLW_All	SAOUTLW_Assistant	SAOUTLW_Associate	SAOUTLW_Instructor	SAOUTLW_Lecturer	SAOUTLW_NoRank	SAOUTLW_Professor	SAEQ9OT_All	SAEQ9OT_Assistant	SAEQ9OT_Associate	SAEQ9OT_Instructor	SAEQ9OT_Lecturer	SAEQ9OT_NoRank	SAEQ9OT_Professor	SAEQ9OM_All	SAEQ9OM_Assistant	SAEQ9OM_Associate	SAEQ9OM_Instructor	SAEQ9OM_Lecturer	SAEQ9OM_NoRank	SAEQ9OM_Professor	SAEQ9OW_All	SAEQ9OW_Assistant	SAEQ9OW_Associate	SAEQ9OW_Instructor	SAEQ9OW_Lecturer	SAEQ9OW_NoRank	SAEQ9OW_Professor	SAEQ9AT_All	SAEQ9AT_Assistant	SAEQ9AT_Associate	SAEQ9AT_Instructor	SAEQ9AT_Lecturer	SAEQ9AT_NoRank	SAEQ9AT_Professor	SAEQ9AM_All	SAEQ9AM_Assistant	SAEQ9AM_Associate	SAEQ9AM_Instructor	SAEQ9AM_Lecturer	SAEQ9AM_NoRank	SAEQ9AM_Professor	SAEQ9AW_All	SAEQ9AW_Assistant	SAEQ9AW_Associate	SAEQ9AW_Instructor	SAEQ9AW_Lecturer	SAEQ9AW_NoRank	SAEQ9AW_Professor	YEAR	TUITION1	FEE1	HRCHG1	TUITION2	FEE2	HRCHG2	TUITION3	FEE3	HRCHG3	TUITION5	FEE5	HRCHG5	TUITION6	FEE6	HRCHG6	TUITION7	FEE7	HRCHG7	OMACHRT_FirstFullTotal	OMACHRT_Total	OMAWDP8_FirstFullTotal	OMAWDP8_Total	OMENRTP_FirstFullTotal	OMENRTP_Total	OMENRYP_FirstFullTotal	OMENRYP_Total	OMENRAP_FirstFullTotal	OMENRAP_Total	OMENRUP_FirstFullTotal	OMENRUP_Total	OMACHRT_FirstFullNonpell	OMACHRT_FirstFullPell	OMACHRT_FirstPartNonpell	OMACHRT_FirstPartPell	OMACHRT_FirstPartTotal	OMACHRT_TotalNonpell	OMACHRT_TotalPell	OMAWDP8_FirstFullNonpell	OMAWDP8_FirstFullPell	OMAWDP8_FirstPartNonpell	OMAWDP8_FirstPartPell	OMAWDP8_FirstPartTotal	OMAWDP8_TotalNonpell	OMAWDP8_TotalPell	OMENRTP_FirstFullNonpell	OMENRTP_FirstFullPell	OMENRTP_FirstPartNonpell	OMENRTP_FirstPartPell	OMENRTP_FirstPartTotal	OMENRTP_TotalNonpell	OMENRTP_TotalPell	OMENRYP_FirstFullNonpell	OMENRYP_FirstFullPell	OMENRYP_FirstPartNonpell	OMENRYP_FirstPartPell	OMENRYP_FirstPartTotal	OMENRYP_TotalNonpell	OMENRYP_TotalPell	OMENRAP_FirstFullNonpell	OMENRAP_FirstFullPell	OMENRAP_FirstPartNonpell	OMENRAP_FirstPartPell	OMENRAP_FirstPartTotal	OMENRAP_TotalNonpell	OMENRAP_TotalPell	OMENRUP_FirstFullNonpell	OMENRUP_FirstFullPell	OMENRUP_FirstPartNonpell	OMENRUP_FirstPartPell	OMENRUP_FirstPartTotal	OMENRUP_TotalNonpell	OMENRUP_TotalPell
10	100830	Auburn University at Montgomery	AUM|Auburn University Montgomery|Auburn University at Montgomery|Auburn Montgomery	7440 East Drive	Montgomery	AL	36117-3596	1	5	1	www.aum.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	3	1	Auburn University	Null	1101	Montgomery County	102	-86.177351	32.369939	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	5005.0	4119.0	765.0	121.0	4240.0	244.0	151.0	93.0	0.0	151.0	1082.0	841.0	224.0	17.0	858.0	3679.0	3127.0	448.0	104.0	3231.0	228.0	140.0	88.0	Null	140.0	13.0	10.0	3.0	Null	10.0	3.0	1.0	2.0	Null	1.0	0.0	0.0	0.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	198.0	61.0	67.0	17.0	2.0	2.0	49.0	112.0	31.0	39.0	5.0	2.0	2.0	33.0	86.0	30.0	28.0	12.0	0.0	0.0	16.0	13597489.0	3424060.0	5000860.0	668052.0	89209.0	195267.0	4220041.0	8145781.0	1745046.0	3005673.0	199260.0	89209.0	195267.0	2911326.0	5451708.0	1679014.0	1995187.0	468792.0	0.0	0.0	1308715.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
11	100858	Auburn University	 	Auburn, Alabama	Auburn University	AL	36849	1	5	1	www.auburn.edu	1	1	1	9	1	1	11	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	16	15	1	5	1	Auburn University	Null	1081	Lee County	103	-85.492409	32.600201	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	25134.0	20175.0	4959.0	Null	20175.0	683.0	29.0	654.0	Null	29.0	1228.0	1117.0	111.0	Null	1117.0	23223.0	19029.0	4194.0	Null	19029.0	215.0	3.0	212.0	Null	3.0	462.0	26.0	436.0	Null	26.0	1.0	0.0	1.0	Null	0.0	5.0	0.0	5.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	1192.0	249.0	397.0	96.0	7.0	Null	443.0	777.0	127.0	238.0	44.0	7.0	Null	361.0	415.0	122.0	159.0	52.0	0.0	Null	82.0	107836387.0	17966199.0	32282931.0	4224851.0	404000.0	Null	52958406.0	75758304.0	9518905.0	19923368.0	1919779.0	404000.0	Null	43992252.0	32078083.0	8447294.0	12359563.0	2305072.0	0.0	Null	8966154.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
12	100937	Birmingham Southern College	 	900 Arkadelphia Road	Birmingham	AL	35254	1	5	1	www.bsc.edu/	2	1	2	5	1	2	30	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	21	31	2	2	2	 	Null	1073	Jefferson County	107	-86.853636	33.515453	4.0	-2.0	-2.0	71.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	1231.0	1226.0	Null	5.0	1231.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	1231.0	1226.0	Null	5.0	1231.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	84.0	23.0	22.0	3.0	5.0	Null	31.0	52.0	10.0	13.0	2.0	4.0	Null	23.0	32.0	13.0	9.0	1.0	1.0	Null	8.0	5451156.0	1310900.0	1439211.0	117000.0	210045.0	Null	2374000.0	3410262.0	569000.0	827206.0	82000.0	176006.0	Null	1756050.0	2040894.0	741900.0	612005.0	35000.0	34039.0	Null	617950.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
13	101028	Chattahoochee Valley Community College	CVCC	2602 College Drive	Phenix City	AL	36869	1	5	1	www.cv.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	2	40	2	2	1	Alabama College System	Null	1113	Russell County	103	-85.031485	32.42391	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	1730.0	1645.0	Null	85.0	1730.0	29.0	28.0	Null	1.0	29.0	292.0	292.0	Null	0.0	292.0	1409.0	1325.0	Null	84.0	1409.0	20.0	19.0	Null	1.0	20.0	9.0	9.0	Null	0.0	9.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	36.0	Null	Null	Null	Null	36.0	Null	10.0	Null	Null	Null	Null	10.0	Null	26.0	Null	Null	Null	Null	26.0	Null	2027915.0	Null	Null	Null	Null	2027915.0	Null	627595.0	Null	Null	Null	Null	627595.0	Null	1400320.0	Null	Null	Null	Null	1400320.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
14	101073	Concordia College Alabama	CCA	1712 Broad Street	Selma	AL	36701	1	5	1	www.ccal.edu/	2	1	2	5	1	2	30	1	1	1	A 	-2	-2	1	1	3	Null	Null	Null	Null	Null	Null	22	33	2	1	2	 	Null	1047	Dallas County	107	-87.024229	32.422290000000004	4.0	-2.0	-2.0	68.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	611.0	611.0	Null	Null	611.0	0.0	0.0	Null	Null	0.0	32.0	32.0	Null	Null	32.0	579.0	579.0	Null	Null	579.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	23.0	14.0	6.0	3.0	Null	Null	Null	9.0	5.0	4.0	0.0	Null	Null	Null	14.0	9.0	2.0	3.0	Null	Null	Null	1377000.0	795000.0	512000.0	70000.0	Null	Null	Null	517000.0	265000.0	252000.0	0.0	Null	Null	Null	860000.0	530000.0	260000.0	70000.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
15	101116	South University-Montgomery	 	5355 Vaughn Road	Montgomery	AL	36116-1120	1	5	1	southuniversity.edu	3	1	3	7	1	1	20	1	2	1	A 	-2	-2	1	1	3	Null	Null	Null	Null	Null	Null	23	40	2	1	1	Education Management Corporation	Null	1101	Montgomery County	102	-86.216488	32.342684000000006	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	782.0	704.0	78.0	Null	704.0	0.0	0.0	0.0	Null	0.0	14.0	14.0	0.0	Null	14.0	768.0	690.0	78.0	Null	690.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	14.0	3.0	Null	11.0	Null	Null	Null	6.0	2.0	Null	4.0	Null	Null	Null	8.0	1.0	Null	7.0	Null	Null	Null	774368.0	176571.0	Null	597797.0	Null	Null	Null	369664.0	121136.0	Null	248528.0	Null	Null	Null	404704.0	55435.0	Null	349269.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
16	101143	Enterprise State Community College	Enterprise-Ozark Community College  |Enterprise State Junior College	600 Plaza Drive	Enterprise	AL	36330-1300	1	5	1	www.escc.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	2	40	2	2	1	Alabama College System	Null	1031	Coffee County	102	-85.836956	31.297496000000002	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	2484.0	2166.0	Null	318.0	2484.0	131.0	106.0	Null	25.0	131.0	378.0	345.0	Null	33.0	378.0	1975.0	1715.0	Null	260.0	1975.0	129.0	104.0	Null	25.0	129.0	2.0	2.0	Null	0.0	2.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	71.0	Null	Null	Null	Null	71.0	Null	49.0	Null	Null	Null	Null	49.0	Null	22.0	Null	Null	Null	Null	22.0	Null	3924862.0	Null	Null	Null	Null	3924862.0	Null	2740614.0	Null	Null	Null	Null	2740614.0	Null	1184248.0	Null	Null	Null	Null	1184248.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
17	101161	James H Faulkner State Community College	 	1900 US Hwy 31 S	Bay Minette	AL	36507-2698	1	5	1	www.faulknerstate.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	2	1	Alabama College System	Null	1003	Baldwin County	101	-87.779758	30.852045	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	4400.0	4212.0	Null	188.0	4400.0	255.0	230.0	Null	25.0	255.0	1032.0	1017.0	Null	15.0	1032.0	3113.0	2965.0	Null	148.0	3113.0	254.0	229.0	Null	25.0	254.0	1.0	1.0	Null	0.0	1.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	78.0	Null	Null	Null	Null	78.0	Null	34.0	Null	Null	Null	Null	34.0	Null	44.0	Null	Null	Null	Null	44.0	Null	4541958.0	Null	Null	Null	Null	4541958.0	Null	1992594.0	Null	Null	Null	Null	1992594.0	Null	2549364.0	Null	Null	Null	Null	2549364.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
18	101189	Faulkner University	Faulkner	5345 Atlanta Hwy	Montgomery	AL	36109-3378	1	5	1	www.faulkner.edu	2	1	2	9	1	1	13	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	22	32	2	2	2	 	Null	1101	Montgomery County	102	-86.21641	32.384181	4.0	-2.0	-2.0	74.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	3327.0	2528.0	564.0	235.0	2763.0	147.0	32.0	111.0	4.0	36.0	498.0	425.0	73.0	0.0	425.0	2682.0	2071.0	380.0	231.0	2302.0	127.0	30.0	93.0	4.0	34.0	20.0	2.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	105.0	39.0	20.0	3.0	Null	1.0	42.0	68.0	21.0	14.0	2.0	Null	0.0	31.0	37.0	18.0	6.0	1.0	Null	1.0	11.0	7123817.0	2006210.0	1549606.0	78863.0	Null	30972.0	3458166.0	4909545.0	1070977.0	1195584.0	58531.0	Null	0.0	2584453.0	2214272.0	935233.0	354022.0	20332.0	Null	30972.0	873713.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
19	101240	Gadsden State Community College	GSCC | Gadsden State | Gadsden Community College	1001 George Wallace Dr	Gadsden	AL	35903	1	5	1	www.gadsdenstate.edu	4	2	1	4	1	2	40	1	1	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	3	40	2	3	1	Alabama College System	Null	1055	Etowah County	104	-85.991299	33.991865999999995	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	5882.0	5600.0	Null	282.0	5882.0	480.0	440.0	Null	40.0	480.0	1586.0	1551.0	Null	35.0	1586.0	3816.0	3609.0	Null	207.0	3816.0	440.0	403.0	Null	37.0	440.0	40.0	37.0	Null	3.0	40.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	154.0	Null	Null	Null	Null	154.0	Null	63.0	Null	Null	Null	Null	63.0	Null	91.0	Null	Null	Null	Null	91.0	Null	8343168.0	Null	Null	Null	Null	8343168.0	Null	3438902.0	Null	Null	Null	Null	3438902.0	Null	4904266.0	Null	Null	Null	Null	4904266.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
20	101277	New Beginning College of Cosmetology	 	421 Martling Road	Albertville	AL	35951	1	5	1	www.nbccosmetology.com	9	3	3	2	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	2	 	Null	1095	Marshall County	104	-86.196978	34.278121999999996	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	108.0	Null	Null	Null	108.0	0.0	Null	Null	Null	0.0	0.0	Null	Null	Null	0.0	108.0	Null	Null	Null	108.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
21	101286	George C Wallace State Community College-Dothan	WALLACE DOTHAN|WCCD	1141 Wallace Drive	Dothan	AL	36303-9234	1	5	1	www.wallace.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	2	40	2	2	1	Alabama College System	Null	1045	Dale County	102	-85.46355	31.316086	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	4581.0	4227.0	Null	354.0	4581.0	175.0	161.0	Null	14.0	175.0	610.0	600.0	Null	10.0	610.0	3796.0	3466.0	Null	330.0	3796.0	165.0	152.0	Null	13.0	165.0	10.0	9.0	Null	1.0	10.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	129.0	Null	Null	Null	Null	129.0	Null	46.0	Null	Null	Null	Null	46.0	Null	83.0	Null	Null	Null	Null	83.0	Null	6512615.0	Null	Null	Null	Null	6512615.0	Null	2362870.0	Null	Null	Null	Null	2362870.0	Null	4149745.0	Null	Null	Null	Null	4149745.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
22	101295	George C Wallace State Community College-Hanceville	Wallace State Community College |Wallace State - Hanceville	801 Main St NW	Hanceville	AL	35077-2000	1	5	1	www.wallacestate.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	2	40	2	3	1	Alabama College System	Null	1043	Cullman County	104	-86.781745	34.073409999999996	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	5391.0	4960.0	Null	431.0	5391.0	3.0	3.0	Null	0.0	3.0	49.0	47.0	Null	2.0	49.0	5339.0	4910.0	Null	429.0	5339.0	3.0	3.0	Null	Null	3.0	0.0	0.0	Null	Null	0.0	0.0	0.0	Null	Null	0.0	0.0	0.0	Null	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	126.0	Null	Null	Null	Null	126.0	Null	42.0	Null	Null	Null	Null	42.0	Null	84.0	Null	Null	Null	Null	84.0	Null	6753048.0	Null	Null	Null	Null	6753048.0	Null	2279634.0	Null	Null	Null	Null	2279634.0	Null	4473414.0	Null	Null	Null	Null	4473414.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
