	UNITID	INSTNM	IALIAS	ADDR	CITY	STABBR	ZIP	FIPS	OBEREG	OPEFLAG	WEBADDR	SECTOR	ICLEVEL	CONTROL	HLOFFER	UGOFFER	GROFFER	HDEGOFR1	DEGGRANT	HBCU	OPENPUBL	ACT	NEWID	DEATHYR	CYACTIVE	PSET4FLG	INSTCAT	C15BASIC	C15IPUG	C15IPGRD	C15UGPRF	C15ENPRF	C15SZSET	CCBASIC	CARNEGIE	LANDGRNT	INSTSIZE	F1SYSTYP	F1SYSNAM	F1SYSCOD	COUNTYCD	COUNTYNM	CNGDSTCD	LONGITUD	LATITUDE	CNTLAFFI	PUBPRIME	PUBSECON	RELAFFIL	DSTNUGC	DSTNUGP	DSTNUGN	DSTNGC	DSTNGP	DSTNGN	DISTCRS	DISTPGS	DSTNCED1	DSTNCED2	DSTNCED3	DISTNCED	ALLONCAM	EFDETOT_All	EFDETOT_Degree	EFDETOT_Grad	EFDETOT_Non	EFDETOT_Under	EFDEEXC_All	EFDEEXC_Degree	EFDEEXC_Grad	EFDEEXC_Non	EFDEEXC_Under	EFDESOM_All	EFDESOM_Degree	EFDESOM_Grad	EFDESOM_Non	EFDESOM_Under	EFDENON_All	EFDENON_Degree	EFDENON_Grad	EFDENON_Non	EFDENON_Under	EFDEEX1_All	EFDEEX1_Degree	EFDEEX1_Grad	EFDEEX1_Non	EFDEEX1_Under	EFDEEX2_All	EFDEEX2_Degree	EFDEEX2_Grad	EFDEEX2_Non	EFDEEX2_Under	EFDEEX3_All	EFDEEX3_Degree	EFDEEX3_Grad	EFDEEX3_Non	EFDEEX3_Under	EFDEEX4_All	EFDEEX4_Degree	EFDEEX4_Grad	EFDEEX4_Non	EFDEEX4_Under	EFDEEX5_All	EFDEEX5_Degree	EFDEEX5_Grad	EFDEEX5_Non	EFDEEX5_Under	SAINSTT_All	SAINSTT_Assistant	SAINSTT_Associate	SAINSTT_Instructor	SAINSTT_Lecturer	SAINSTT_NoRank	SAINSTT_Professor	SAINSTM_All	SAINSTM_Assistant	SAINSTM_Associate	SAINSTM_Instructor	SAINSTM_Lecturer	SAINSTM_NoRank	SAINSTM_Professor	SAINSTW_All	SAINSTW_Assistant	SAINSTW_Associate	SAINSTW_Instructor	SAINSTW_Lecturer	SAINSTW_NoRank	SAINSTW_Professor	SA_9MCT_All	SA_9MCT_Assistant	SA_9MCT_Associate	SA_9MCT_Instructor	SA_9MCT_Lecturer	SA_9MCT_NoRank	SA_9MCT_Professor	SA_9MCM_All	SA_9MCM_Assistant	SA_9MCM_Associate	SA_9MCM_Instructor	SA_9MCM_Lecturer	SA_9MCM_NoRank	SA_9MCM_Professor	SA_9MCW_All	SA_9MCW_Assistant	SA_9MCW_Associate	SA_9MCW_Instructor	SA_9MCW_Lecturer	SA_9MCW_NoRank	SA_9MCW_Professor	SATOTLT_All	SATOTLT_Assistant	SATOTLT_Associate	SATOTLT_Instructor	SATOTLT_Lecturer	SATOTLT_NoRank	SATOTLT_Professor	SATOTLM_All	SATOTLM_Assistant	SATOTLM_Associate	SATOTLM_Instructor	SATOTLM_Lecturer	SATOTLM_NoRank	SATOTLM_Professor	SATOTLW_All	SATOTLW_Assistant	SATOTLW_Associate	SATOTLW_Instructor	SATOTLW_Lecturer	SATOTLW_NoRank	SATOTLW_Professor	SAOUTLT_All	SAOUTLT_Assistant	SAOUTLT_Associate	SAOUTLT_Instructor	SAOUTLT_Lecturer	SAOUTLT_NoRank	SAOUTLT_Professor	SAOUTLM_All	SAOUTLM_Assistant	SAOUTLM_Associate	SAOUTLM_Instructor	SAOUTLM_Lecturer	SAOUTLM_NoRank	SAOUTLM_Professor	SAOUTLW_All	SAOUTLW_Assistant	SAOUTLW_Associate	SAOUTLW_Instructor	SAOUTLW_Lecturer	SAOUTLW_NoRank	SAOUTLW_Professor	SAEQ9OT_All	SAEQ9OT_Assistant	SAEQ9OT_Associate	SAEQ9OT_Instructor	SAEQ9OT_Lecturer	SAEQ9OT_NoRank	SAEQ9OT_Professor	SAEQ9OM_All	SAEQ9OM_Assistant	SAEQ9OM_Associate	SAEQ9OM_Instructor	SAEQ9OM_Lecturer	SAEQ9OM_NoRank	SAEQ9OM_Professor	SAEQ9OW_All	SAEQ9OW_Assistant	SAEQ9OW_Associate	SAEQ9OW_Instructor	SAEQ9OW_Lecturer	SAEQ9OW_NoRank	SAEQ9OW_Professor	SAEQ9AT_All	SAEQ9AT_Assistant	SAEQ9AT_Associate	SAEQ9AT_Instructor	SAEQ9AT_Lecturer	SAEQ9AT_NoRank	SAEQ9AT_Professor	SAEQ9AM_All	SAEQ9AM_Assistant	SAEQ9AM_Associate	SAEQ9AM_Instructor	SAEQ9AM_Lecturer	SAEQ9AM_NoRank	SAEQ9AM_Professor	SAEQ9AW_All	SAEQ9AW_Assistant	SAEQ9AW_Associate	SAEQ9AW_Instructor	SAEQ9AW_Lecturer	SAEQ9AW_NoRank	SAEQ9AW_Professor	YEAR	TUITION1	FEE1	HRCHG1	TUITION2	FEE2	HRCHG2	TUITION3	FEE3	HRCHG3	TUITION5	FEE5	HRCHG5	TUITION6	FEE6	HRCHG6	TUITION7	FEE7	HRCHG7	OMACHRT_FirstFullTotal	OMACHRT_Total	OMAWDP8_FirstFullTotal	OMAWDP8_Total	OMENRTP_FirstFullTotal	OMENRTP_Total	OMENRYP_FirstFullTotal	OMENRYP_Total	OMENRAP_FirstFullTotal	OMENRAP_Total	OMENRUP_FirstFullTotal	OMENRUP_Total	OMACHRT_FirstFullNonpell	OMACHRT_FirstFullPell	OMACHRT_FirstPartNonpell	OMACHRT_FirstPartPell	OMACHRT_FirstPartTotal	OMACHRT_TotalNonpell	OMACHRT_TotalPell	OMAWDP8_FirstFullNonpell	OMAWDP8_FirstFullPell	OMAWDP8_FirstPartNonpell	OMAWDP8_FirstPartPell	OMAWDP8_FirstPartTotal	OMAWDP8_TotalNonpell	OMAWDP8_TotalPell	OMENRTP_FirstFullNonpell	OMENRTP_FirstFullPell	OMENRTP_FirstPartNonpell	OMENRTP_FirstPartPell	OMENRTP_FirstPartTotal	OMENRTP_TotalNonpell	OMENRTP_TotalPell	OMENRYP_FirstFullNonpell	OMENRYP_FirstFullPell	OMENRYP_FirstPartNonpell	OMENRYP_FirstPartPell	OMENRYP_FirstPartTotal	OMENRYP_TotalNonpell	OMENRYP_TotalPell	OMENRAP_FirstFullNonpell	OMENRAP_FirstFullPell	OMENRAP_FirstPartNonpell	OMENRAP_FirstPartPell	OMENRAP_FirstPartTotal	OMENRAP_TotalNonpell	OMENRAP_TotalPell	OMENRUP_FirstFullNonpell	OMENRUP_FirstFullPell	OMENRUP_FirstPartNonpell	OMENRUP_FirstPartPell	OMENRUP_FirstPartTotal	OMENRUP_TotalNonpell	OMENRUP_TotalPell
323	113218	Cuyamaca College	 	900 Rancho San Diego Pky	El Cajon	CA	92019	6	8	1	www.cuyamaca.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	3	1	California Community College System	Null	6073	San Diego County	650	-116.94104399999999	32.743072	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	8453.0	7442.0	Null	1011.0	8453.0	1149.0	1029.0	Null	120.0	1149.0	1036.0	1014.0	Null	22.0	1036.0	6268.0	5399.0	Null	869.0	6268.0	1131.0	1011.0	Null	120.0	1131.0	0.0	0.0	Null	0.0	0.0	10.0	10.0	Null	0.0	10.0	8.0	8.0	Null	0.0	8.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	77.0	Null	Null	77.0	Null	Null	Null	37.0	Null	Null	37.0	Null	Null	Null	40.0	Null	Null	40.0	Null	Null	Null	6386023.0	Null	Null	6386023.0	Null	Null	Null	3023009.0	Null	Null	3023009.0	Null	Null	Null	3363014.0	Null	Null	3363014.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
324	113236	Cypress College	 	9200 Valley View	Cypress	CA	90630-5897	6	8	1	www.cypresscollege.edu	4	2	1	4	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	4	1	California Community College System	Null	6059	Orange County	647	-118.02388899999998	33.827625	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	15144.0	14244.0	Null	900.0	15144.0	1134.0	1041.0	Null	93.0	1134.0	2602.0	2562.0	Null	40.0	2602.0	11408.0	10641.0	Null	767.0	11408.0	1131.0	1038.0	Null	93.0	1131.0	2.0	2.0	Null	0.0	2.0	0.0	0.0	Null	0.0	0.0	1.0	1.0	Null	0.0	1.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	204.0	Null	Null	204.0	Null	Null	Null	87.0	Null	Null	87.0	Null	Null	Null	117.0	Null	Null	117.0	Null	Null	Null	21241481.0	Null	Null	21241481.0	Null	Null	Null	9020235.0	Null	Null	9020235.0	Null	Null	Null	12221246.0	Null	Null	12221246.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
325	113333	De Anza College	 	21250 Stevens Creek Blvd.	Cupertino	CA	95014	6	8	1	www.deanza.edu/	4	2	1	4	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	5	1	California Community College System	Null	6085	Santa Clara County	617	-122.04536499999999	37.319176	1.0	4.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	23833.0	21147.0	Null	2686.0	23833.0	1382.0	1238.0	Null	144.0	1382.0	2227.0	2165.0	Null	62.0	2227.0	20224.0	17744.0	Null	2480.0	20224.0	1338.0	1201.0	Null	137.0	1338.0	0.0	0.0	Null	0.0	0.0	13.0	12.0	Null	1.0	13.0	31.0	25.0	Null	6.0	31.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	278.0	Null	Null	278.0	Null	Null	Null	127.0	Null	Null	127.0	Null	Null	Null	151.0	Null	Null	151.0	Null	Null	Null	25399185.0	Null	Null	25399185.0	Null	Null	Null	11445389.0	Null	Null	11445389.0	Null	Null	Null	13953796.0	Null	Null	13953796.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
326	113397	Marinello Schools of Beauty-Hemet	 	2627 W Florida Ave-Ste 100	Hemet	CA	92545	6	8	1	www.marinello.com	9	3	3	2	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	1	B & H Education, Incorporated	Null	6065	Riverside County	636	-116.99989199999999	33.746002000000004	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	678.0	Null	Null	Null	678.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	678.0	Null	Null	Null	678.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
327	113449	International School of Beauty Inc	International School of Beauty	72261 Hwy 111 Ste 121-B	Palm Desert	CA	92260-2740	6	8	1	internationalschoolofbeauty.com	9	3	3	2	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	2	 	Null	6065	Riverside County	636	-116.40392800000001	33.729555	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	233.0	Null	Null	Null	233.0	0.0	Null	Null	Null	0.0	0.0	Null	Null	Null	0.0	233.0	Null	Null	Null	233.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
328	113537	Dell'Arte International School of Physical Theatre	 	131 H Street	Blue Lake	CA	95525-0816	6	8	1	www.dellarte.com/school	2	1	2	7	1	1	20	1	2	1	A 	-2	-2	1	1	1	Null	Null	Null	Null	Null	Null	30	-3	2	1	2	 	Null	6023	Humboldt County	602	-123.988878	40.880871	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	44.0	24.0	20.0	Null	24.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	44.0	24.0	20.0	Null	24.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	7.0	Null	Null	7.0	Null	Null	Null	2.0	Null	Null	2.0	Null	Null	Null	5.0	Null	Null	5.0	Null	Null	Null	125046.0	Null	Null	125046.0	Null	Null	Null	32596.0	Null	Null	32596.0	Null	Null	Null	92450.0	Null	Null	92450.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
329	113573	College of the Desert	Desert Community College District	43-500 Monterey Ave	Palm Desert	CA	92260	6	8	1	www.collegeofthedesert.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	3	1	California Community College System	Null	6065	Riverside County	636	-116.38761000000001	33.732484	1.0	2.0	3.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	9075.0	8114.0	Null	961.0	9075.0	267.0	234.0	Null	33.0	267.0	1102.0	1073.0	Null	29.0	1102.0	7706.0	6807.0	Null	899.0	7706.0	265.0	234.0	Null	31.0	265.0	1.0	0.0	Null	1.0	1.0	0.0	0.0	Null	0.0	0.0	1.0	0.0	Null	1.0	1.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	110.0	14.0	37.0	1.0	Null	27.0	31.0	55.0	5.0	17.0	1.0	Null	11.0	21.0	55.0	9.0	20.0	0.0	Null	16.0	10.0	9988846.0	1090145.0	3352022.0	54846.0	Null	2494515.0	2997318.0	5073792.0	394663.0	1513335.0	54846.0	Null	1058050.0	2052898.0	4915054.0	695482.0	1838687.0	0.0	Null	1436465.0	944420.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
330	113582	Design Institute of San Diego	 	8555 Commerce Ave	San Diego	CA	92121	6	8	1	WWW.DISD.EDU	3	1	3	5	1	2	30	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	30	56	2	1	2	 	Null	6073	San Diego County	653	-117.14980800000001	32.731021999999996	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	204.0	204.0	Null	Null	204.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	204.0	204.0	Null	Null	204.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2.0	Null	Null	2.0	Null	Null	Null	0.0	Null	Null	0.0	Null	Null	Null	2.0	Null	Null	2.0	Null	Null	Null	120000.0	Null	Null	120000.0	Null	Null	Null	0.0	Null	Null	0.0	Null	Null	Null	120000.0	Null	Null	120000.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
331	113607	DeVry University-California	DeVry University-Alhambra |DeVry University-Anaheim |DeVry University-Bakersfield |DeVry University-Colton |DeVry University-Daly City |DeVry University-Fremont |DeVry University-Fresno |DeVry University-Long Beach |DeVry University-Oakland |DeVry University-Oxnard |DeVry University-Palmdale |DeVry University-Pomona |DeVry University-Sacramento |DeVry University-San Diego |DeVry University-San Jose |DeVry University-Sherman Oaks	901 Corporate Center Dr	Pomona	CA	91768-2642	6	8	1	www.devry.edu	3	1	3	5	1	2	30	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	32	2	3	1	DeVry University, Inc.	Null	6037	Los Angeles County	635	-117.80378400000001	34.062903999999996	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	9173.0	9022.0	Null	151.0	9173.0	3481.0	3465.0	Null	16.0	3481.0	2976.0	2976.0	Null	0.0	2976.0	2716.0	2581.0	Null	135.0	2716.0	3113.0	3100.0	Null	13.0	3113.0	104.0	104.0	Null	0.0	104.0	3.0	3.0	Null	0.0	3.0	1.0	1.0	Null	0.0	1.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	96.0	27.0	13.0	Null	Null	Null	56.0	81.0	19.0	13.0	Null	Null	Null	49.0	15.0	8.0	0.0	Null	Null	Null	7.0	7024051.0	1704640.0	880373.0	Null	Null	Null	4439038.0	5993335.0	1235564.0	880373.0	Null	Null	Null	3877398.0	1030716.0	469076.0	0.0	Null	Null	Null	561640.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
332	113634	Diablo Valley College	Diablo Valley, DVC	321 Golf Club Rd	Pleasant Hill	CA	94523	6	8	1	www.dvc.edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	5	40	2	5	1	California Community College System	Null	6013	Contra Costa County	611	-122.06986100000002	37.968035	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	20329.0	18489.0	Null	1840.0	20329.0	1369.0	1162.0	Null	207.0	1369.0	3013.0	2898.0	Null	115.0	3013.0	15947.0	14429.0	Null	1518.0	15947.0	1335.0	1131.0	Null	204.0	1335.0	0.0	0.0	Null	0.0	0.0	4.0	4.0	Null	0.0	4.0	30.0	27.0	Null	3.0	30.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	253.0	Null	Null	253.0	Null	Null	Null	122.0	Null	Null	122.0	Null	Null	Null	131.0	Null	Null	131.0	Null	Null	Null	20580390.0	Null	Null	20580390.0	Null	Null	Null	10087237.0	Null	Null	10087237.0	Null	Null	Null	10493153.0	Null	Null	10493153.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
333	113698	Dominican University of California	DUofC	50 Acacia Ave	San Rafael	CA	94901-2298	6	8	1	www.dominican.edu	2	1	2	7	1	1	20	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	19	21	2	2	2	 	Null	6041	Marin County	602	-122.51465400000001	37.980014000000004	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	2207.0	1600.0	579.0	28.0	1628.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2207.0	1600.0	579.0	28.0	1628.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	97.0	45.0	26.0	1.0	Null	Null	25.0	37.0	15.0	8.0	1.0	Null	Null	13.0	60.0	30.0	18.0	0.0	Null	Null	12.0	8153465.0	3125337.0	2089506.0	38440.0	Null	Null	2900182.0	3168691.0	1083658.0	572356.0	38440.0	Null	Null	1474237.0	4984774.0	2041679.0	1517150.0	0.0	Null	Null	1425945.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
334	113704	Dominican School of Philosophy & Theology	The Dominican School|DSPT|St. Albert's College|College of St. Albert the Great	2301 Vine Street	Berkeley	CA	94708-1816	6	8	1	www.dspt.edu	2	1	2	7	2	1	20	1	2	1	A 	-2	-2	1	1	1	Null	Null	Null	Null	Null	Null	24	51	2	1	2	 	Null	6001	Alameda County	613	-122.26461200000001	37.881099	4.0	-2.0	-2.0	30.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	-2.0	100.0	Null	100.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	100.0	Null	100.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	12.0	2.0	3.0	Null	Null	Null	7.0	9.0	1.0	2.0	Null	Null	Null	6.0	3.0	1.0	1.0	Null	Null	Null	1.0	625193.0	148004.0	181484.0	Null	Null	Null	295705.0	428097.0	86502.0	115742.0	Null	Null	Null	225853.0	197096.0	61502.0	65742.0	Null	Null	Null	69852.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
335	113856	East Los Angeles College	 	1301 Avenida Cesar Chavez	Monterey Park	CA	91754-6099	6	8	1	www.elac.edu/index.htm	4	2	1	4	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	7	40	2	5	1	Los Angeles Community College District	Null	6037	Los Angeles County	627	-118.14838400000001	34.039204999999995	1.0	8.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	37055.0	34015.0	Null	3040.0	37055.0	1019.0	868.0	Null	151.0	1019.0	2394.0	2330.0	Null	64.0	2394.0	33642.0	30817.0	Null	2825.0	33642.0	1006.0	857.0	Null	149.0	1006.0	0.0	0.0	Null	0.0	0.0	4.0	2.0	Null	2.0	4.0	9.0	9.0	Null	0.0	9.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	279.0	Null	Null	279.0	Null	Null	Null	135.0	Null	Null	135.0	Null	Null	Null	144.0	Null	Null	144.0	Null	Null	Null	19517617.0	Null	Null	19517617.0	Null	Null	Null	9521785.0	Null	Null	9521785.0	Null	Null	Null	9995832.0	Null	Null	9995832.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
336	113908	Marinello Schools of Beauty-Santa Clara	 	955 Monroe St	Santa Clara	CA	95050	6	8	1	www.marinello.com	9	3	3	2	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	1	B & H Education, Incorporated	Null	6085	Santa Clara County	617	-121.947773	37.347964000000005	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	713.0	Null	Null	Null	713.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	713.0	Null	Null	Null	713.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
